topic,ques,options,type,ans,img,pageUrl,ans_detail
indian economy mcqs,The Laffer curve is the graphical representation of :,"[""The relationship between tax rates and absolute revenue these rates generate for the government."",""The inverse relationship between the rate of unemployment and the rate of inflation in an economy."",""The inequality in income distribution"",""The relationship between environmental quality and economic development.""]",multiple choice,The relationship between tax rates and absolute revenue these rates generate for the government.,,https://www.gktoday.in/quizbase/indian-economy-mcqs?pageno=2,"Notes:In economics, the Laffer curve is a hypothetical representation of the relationship between government revenue raised by taxation and all possible rates of taxation. It is used to illustrate the concept of taxable income elasticity – that taxable income will change in response to changes in the rate of taxation."
indian economy mcqs,Which among the following is NOT a subsidiary of RBI?,"[""National Housing Bank"",""NABARD"",""Bharatiya Reserve Bank Note Mudran Private Limited"",""SIDBI""]",multiple choice,SIDBI,,https://www.gktoday.in/quizbase/indian-economy-mcqs?pageno=2,"Notes:RBI has four subsidiaries viz. Deposit Insurance and Credit Guarantee Corporation, DICGC; National Housing Bank; Bharatiya Reserve Bank Note Mudran Private Limited (BRBNMPL) and NABARD."
indian economy mcqs,Which of the following organizations in India manages the Micro Finance Development Equity Fund?,"[""RBI"",""NABARD"",""SIDBI"",""SFAC""]",multiple choice,NABARD,,https://www.gktoday.in/quizbase/indian-economy-mcqs?pageno=2,Notes: NABARD is the correct answer.
indian economy mcqs,The service tax in India is __:,"[""collected and appropriated by the Union Government"",""collected by union government, appropriated by state governments"",""collected by state governments, appropriated by union government"",""collected and appropriated by state governments""]",multiple choice,collected and appropriated by the Union Government,,https://www.gktoday.in/quizbase/indian-economy-mcqs?pageno=2,"Notes: To enable Parliament to formulate by law principles for determining the modalities of levying the Service Tax by the Central Govt. and collection of the proceeds thereof by the Central Govt. and the State, the amendment vide Constitution (92nd amendment) Act, 2003 has been made. Consequently, new article 268 A has been inserted for Service Tax levy by Union Govt., collected and appropriated by the Union Govt., and amendment of seventh schedule to the constitution, in list I-Union list after entry 92B, entry 92C has been inserted for taxes on services as well as in article 270 of the constitution the clause (1) article 268A has been included."
indian economy mcqs,Consider the following:External Commercial BorrowingsTreasury billsSpecial drawing rightsWhich of the above can serve as a tool to combat current account deficit?,"[""1 Only"",""1 and 2 Only"",""1 and 3 Only"",""1,2 and 3""]",multiple choice,1 and 3 Only,,https://www.gktoday.in/quizbase/indian-economy-mcqs?pageno=2,"Notes:Current account can be reduced with the help of foreign exchange.Treasury bills are short term securities by government.The Reserve Bank of India does not allow foreign institutional investors from buying short-term government securities – treasury bills, or T-Bills to prevent interest rate-related volatility.Hence, treasury bills do not earn any foreign exchange."
indian economy mcqs,Consider the following statements about Unified Payments Interface (UPI):It seeks to promote cashless economy in the countryIt has been developed by National Payments Corporation of India (NPCI)It facilitates the user to have a single virtual address for multiple bank accounts Which of the above statements is/are correct?,"[""Only 1"",""Only 1 &amp; 2"",""Only 1, 2 &amp; 3"",""None""]",multiple choice,Only 1 & 2,,https://www.gktoday.in/quizbase/indian-economy-mcqs?pageno=2,Notes: Third statement is incorrect because UPI will allow a customer to have multiple virtual addresses for multiple accounts in various banks.
indian economy mcqs,Consider the following pairs:Indian Veterinary Research Institute – BareillyNational Sugar Institute (NSI) – KanpurCentral Food Technological Research Institute – Mysore Which of the above is/are correct?,"[""1 &amp; 2 Only"",""3 Only"",""2 &amp; 3 Only"",""1, 2 &amp; 3""]",multiple choice,"1, 2 & 3",,https://www.gktoday.in/quizbase/indian-economy-mcqs?pageno=2,"Notes: Indian Veterinary Research Institute is located at Izatnagar, Bareilly. The National Sugar Institute (NSI) established in 1936 in Kanpur. Central Food Technological Research Institute is a premier Research Institution under the Council of Scientific & Industrial Research (CSIR)."
indian economy mcqs,Which of the following countries recently announced to withdraw from Trans-Pacific Partnership (TPP)?,"[""U.S.A"",""Japan"",""Singapore"",""Canada""]",multiple choice,U.S.A,,https://www.gktoday.in/quizbase/indian-economy-mcqs?pageno=2,"Notes: The 12 countries among which TPP has been agreed upon include – United States, Australia, Brunei, Canada, Chile, Japan, Malaysia, Mexico, New Zealand, Peru, Singapore, and Vietnam. These countries are home to 800 million people and account for 40% of global trade. But recently, on 23 January 2017, President Trump signed a presidential memorandum to withdraw from TPP."
indian economy mcqs,Which of the following is not the member of Federation of Indian Airlines (FIA)?,"[""Indigo"",""Go Air"",""Air Asia India"",""SpiceJet""]",multiple choice,Air Asia India,,https://www.gktoday.in/quizbase/indian-economy-mcqs?pageno=2,"Notes:Members of the Federation of Indian Airlines are: Indigo, Go Air, Jet Airways, SpiceJet and Kingfisher Airlines. Air Asia India and Vistara, two new entrants in Indian aviation industry are not the members of FIA."
world geography,A solstice represents _______?,"[""Longest day of the year"",""Shortest Day of the year"",""Either longest or shortest day of the Year"",""Solar eclipse""]",multiple choice,Either longest or shortest day of the Year,,https://www.gktoday.in/quizbase/world-geography?pageno=2,Notes:A solstice represents Either longest or shortest day of the Year. The summer solstice is on June 21 and winter solstice is on December 21.
world geography,Which of the following part of Africa is called “Horn of Africa”?,"[""westernmost projection of the African continent."",""easternmost projection of the African continent."",""southernmost part of the African continent."",""North west part of African continent.""]",multiple choice,easternmost projection of the African continent.,,https://www.gktoday.in/quizbase/world-geography?pageno=2,"Notes:The Horn of Africa is a peninsula in Africa Continent. It lies along the southern side of the Red Sea and extends hundreds of kilometers into the Gulf of Aden, Somali Sea and Guardafui Channel. The area is the easternmost projection of the African continent."
world geography,Which star is directly above North Pole?,"[""Polaris"",""Sirius"",""Vega"",""Capella""]",multiple choice,Polaris,,https://www.gktoday.in/quizbase/world-geography?pageno=2,"Notes:Polaris star is directly above the north pole. Earth rotates around this point, so Polaris does not appear to move in the sky."
world geography,What kinds of stars are smaller than Earth?,"[""Super giants"",""Blue giants"",""Red giant"",""White Dwarf""]",multiple choice,White Dwarf,,https://www.gktoday.in/quizbase/world-geography?pageno=2,Notes:White Dwarfs are smaller than the Earth. A white dwarf is a small hot star that is a leftover center of an older star. They can shine for billions of years before they extinguish.
world geography,Which among the following is an asteroid as well as a dwarf planet?,"[""Ceres"",""Vesta"",""Juno"",""Pallas""]",multiple choice,Ceres,,https://www.gktoday.in/quizbase/world-geography?pageno=2,"Notes:Vesta, Juno and Pallas are asteroids, whereas, Ceres is an asteroid as well as a dwarf planet. Ceres was classified as a dwarf planet in 2006."
world geography,Which among the following pairs is/are correctly matched?Sea floor spreading – Explains the Movement of Continents onlyContinental Drift Theory – Explains the Movement of Oceanic Plates onlyPlate Tectonics – Explains the Movement of Lithospheric plates that include both continents and oceans,"[""Only 1 &amp; 2"",""Only 2"",""Only 3"",""Only 2 &amp; 3""]",multiple choice,Only 3,,https://www.gktoday.in/quizbase/world-geography?pageno=2,Notes:Sea Floor Spreading by Harry Hess explains the movement of oceanic plates only.Continental Drift Theory by Alfred Wegener explains the movement of continents only.
world geography,What are the two types of surface waves?,"[""Love waves and Raleigh waves"",""Love waves and Longitudinal waves"",""Longitudinal and Transverse waves"",""Longitudinal and Raleigh waves""]",multiple choice,Love waves and Raleigh waves,,https://www.gktoday.in/quizbase/world-geography?pageno=2,Notes:Surface waves travel parallel to the Earth’s surface and are the slowest and the most damaging.surface waves are divided into: Love waves and Raleigh waves.
world geography,Which among the following volcanoes is not included in the Mediterranean Belt?,"[""Cotopaxi"",""Mt.Vesuvius"",""Mt.Etna"",""Barren Island""]",multiple choice,Cotopaxi,,https://www.gktoday.in/quizbase/world-geography?pageno=2,Notes:Cotopaxi in Andes is a part of the Circum Pacific Belt. 80% of all the volcanoes are situated in the Circum Pacific Belt.
world geography,Which among the following rocks is highly resistant to weathering?,"[""Feldspar"",""Granite"",""Iron"",""Quartz""]",multiple choice,Quartz,,https://www.gktoday.in/quizbase/world-geography?pageno=2,"Notes:Quartz, chemically weathers very, very slowly due to its high stability. It therefore remains unchanged."
world geography,On the basis of which of the following are landforms classified?,"[""Orientation"",""Elevation"",""Slope"",""All of the above""]",multiple choice,All of the above,,https://www.gktoday.in/quizbase/world-geography?pageno=2,"Notes:The study of landforms is called as geomorphology. Landforms are classified on the basis of stratification, elevation, slope, orientation etc."
general science chemistry,Which of these is NOT a compound of carbon?,"[""Acetic acid"",""Chloroform"",""Caustic Soda"",""Methane""]",multiple choice,Caustic Soda,,https://www.gktoday.in/quizbase/general-science-chemistry?pageno=2,"Notes:Caustic soda is a compound of sodium where as Acetic acid, Chloroform and Methane are the compounds of carbon."
general science chemistry,What is Rose metal?,"[""It is an alloy of Nickel, Tin and Zinc"",""It is an alloy of Bismuth, Copper and Palladium"",""It is an alloy of Palladium, Tin and Lead"",""It is an alloy of Bismuth, Tin and Lead""]",multiple choice,"It is an alloy of Bismuth, Tin and Lead",,https://www.gktoday.in/quizbase/general-science-chemistry?pageno=2,"Notes:Rose metal is an alloy of Bismuth, Tin and Lead. It’s a fusible alloy with low melting point commonly used for soldering."
general science chemistry,Which of the following is correct about tincture of iodine?,"[""It is a solution of iodine in ethanol"",""It is a solution of iodine in Hydrochloric acid"",""It is a solution of iodine in Nitric acid"",""None of the above""]",multiple choice,It is a solution of iodine in ethanol,,https://www.gktoday.in/quizbase/general-science-chemistry?pageno=2,"Notes:A solution of iodine in alcohol known as ‘tincture of iodine’, has iodine (solid) as the solute and alcohol (liquid) as the solvent."
general science chemistry,Choose the incorrect ‘Alloy – constituent metal’ pair:,"[""Lockalloy – Iron"",""Vitallium – Cobalt"",""Italma – Aluminium"",""Constantan – Copper""]",multiple choice,Lockalloy – Iron,,https://www.gktoday.in/quizbase/general-science-chemistry?pageno=2,Notes:Lockalloy is an alloy that contains 62% beryllium and 38% aluminum. All other pairs are correctly matched.
general science chemistry,Which of the following is a correct statement about minerals and ores?,"[""All minerals are ores"",""All ores are minerals"",""Minerals are the native form in which various metals exist"",""Ores are usually used to extract metals economically""]",multiple choice,All minerals are ores,,https://www.gktoday.in/quizbase/general-science-chemistry?pageno=2,Notes:All ores are minerals but all minerals are not ores. Minerals are the native form in which various metals exist and ores are those minerals which are used to extract metals economically.
general science chemistry,Which of the following refining methods works on the principle that impurities are more soluble in the melt than in the solid state of the metal?,"[""Liquation"",""Electrolytic refining"",""Zone refining"",""Vapour Phase refining""]",multiple choice,Zone refining,,https://www.gktoday.in/quizbase/general-science-chemistry?pageno=2,Notes:Zone refining works on the principle that impurities are more soluble in the melt than in the solid state of the metal. This method is very useful for producing semiconductors.
general science chemistry,What is the probability of finding an electron at a point within an atom?,"[""proportional to the square of the orbital wave function"",""proportional to the orbital wave function"",""proportional to the twice of the orbital wave function"",""proportional to the cube of the orbital wave function""]",multiple choice,proportional to the square of the orbital wave function,,https://www.gktoday.in/quizbase/general-science-chemistry?pageno=2,"Notes:The probability of finding an electron at a point within an atom is proportional to the square of the orbital wave function i.e., ψ|2 at that point. |ψ|2 is known as probability density and is always positive."
general science chemistry,What is the difference between the mass number of Parent nucleus and Daughter nucleus in an alpha-decay process?,"[""2"",""4"",""6"",""8""]",multiple choice,4,,https://www.gktoday.in/quizbase/general-science-chemistry?pageno=2,"Notes:In α-decay, the mass number of the product nucleus (daughter nucleus) is four less than that of the decaying nucleus (parent nucleus), while the atomic number decreases by two."
general science chemistry,Which of the following gas is used to prevent the chips from getting oxidised?,"[""Oxygen"",""Nitrogen"",""Helium"",""Lithium""]",multiple choice,Nitrogen,,https://www.gktoday.in/quizbase/general-science-chemistry?pageno=2,Notes:The chips manufacturers usually flush bags of chips with gas such as nitrogen to prevent the chips from getting oxidised.
general science chemistry,What is the order of the reaction which is independent of the concentration of reactants?,"[""Zero order"",""First order"",""Second order"",""Third order""]",multiple choice,Zero order,,https://www.gktoday.in/quizbase/general-science-chemistry?pageno=2,"Notes:Order of a reaction can be 0, 1, 2, 3 and even a fraction. A zero order reaction means that the rate of reaction is independent of the concentration of reactants."
indian polity constitution mcqs,Which of the following depicts correct sequence in the context of Preamble of the Constitution of India?,"[""Democratic – Secular – Sovereign – Republic – Socialist"",""Sovereign – Socialist – Democratic – Republic – Secular"",""Sovereign – Socialist – Democratic –Secular – Republic"",""Sovereign – Socialist – Secular – Democratic – Republic""]",multiple choice,Sovereign – Socialist – Secular – Democratic – Republic,,https://www.gktoday.in/quizbase/indian-polity-constitution-mcqs?pageno=2,"Notes:The correct sequence depicted in the Preamble of the Constitution of India is as follows: “We, THE PEOPLE OF INDIA, having solemnly resolved to constitute India into a SOVEREIGN SOCIALIST SECULAR DEMOCRTAIC REPUBLIC…”"
indian polity constitution mcqs,Which of the following Articles of the Indian Constitution provides protection to the accused regarding conviction from double-bar and self-incrimination?,"[""Article 19"",""Article 20"",""Article 21"",""Article 22""]",multiple choice,Article 20,,https://www.gktoday.in/quizbase/indian-polity-constitution-mcqs?pageno=2,Notes:Article 20(2) says that no person shall be prosecuted and punished for the same offence more than once. Article 20(3) describes that no person accused of any offence should be compelled to be a witness against himself.
indian polity constitution mcqs,Elementary education was made a Fundamental Right under which Constitutional Amendment Act?,"[""42nd Amendment Act, 1972"",""44th Amendment Act, 1974"",""86th Amendment Act, 2002"",""92nd Amendment Act, 2003""]",multiple choice,"86th Amendment Act, 2002",,https://www.gktoday.in/quizbase/indian-polity-constitution-mcqs?pageno=2,"Notes:By changing the subject-matter of Article 45, elementary education was made a fundamental right under Article 21 A through the 86th Amendment Act of 2002. The amendment directs the State to provide early childhood care and education for all children until they complete the age of six years."
indian polity constitution mcqs,Which of the following Articles directs the state to protect and improve the environment?,"[""Article 44"",""Article 45"",""Article 48"",""Article 48A""]",multiple choice,Article 48A,,https://www.gktoday.in/quizbase/indian-polity-constitution-mcqs?pageno=2,Notes:Article 48A directs the state to protect and improve the environment and to safeguard forests and wild life. The is included in this category representing the ideology of liberalism
indian polity constitution mcqs,Which of the following provisions cannot be amended by simple majority?,"[""Admission or establishment of new states"",""Abolition or creation of legislative councils in states"",""Directive Principles of State Policy"",""Sixth Schedule–administration of tribal areas""]",multiple choice,Directive Principles of State Policy,,https://www.gktoday.in/quizbase/indian-polity-constitution-mcqs?pageno=2,Notes:Article 368 provides for two types of amendments- (1) amendment by simple majority and (2) amendment by special majority. The provisions which can be amended by special majority are (i)Fundamental Rights; (ii) Directive Principles of State Policy.
indian polity constitution mcqs,According to which Article of the Constitution the executive power of the Union is vested in the President?,"[""Article 53"",""Article 54"",""Article 55"",""Article 56""]",multiple choice,Article 53,,https://www.gktoday.in/quizbase/indian-polity-constitution-mcqs?pageno=2,Notes:According to the Article 52 (1) of the Constitution of India the executive power of the Union Government is vested in the President and shall be exercised by him either directly or through officers subordinate to him.
indian polity constitution mcqs,On whose advice the President can promulgate or withdraw an ordinance?,"[""Prime Minister"",""Vice-President"",""Council of Ministers"",""On his own will""]",multiple choice,Council of Ministers,,https://www.gktoday.in/quizbase/indian-polity-constitution-mcqs?pageno=2,"Notes:The President has the power to  withdraw an ordinance at any time. However, this power of ordinance-making is not a discretionary power. He can promulgate or withdraw an ordinance only on the advice of the council of ministers headed by the prime minister."
indian polity constitution mcqs,Who described Prime Minister as ‘primus inter pares’ (first among equals) and ‘key stone of the cabinet arch’?,"[""Herbert Marrison"",""Sir William Vernor Harcourt"",""H.J. Laski"",""Lord Morely""]",multiple choice,Lord Morely,,https://www.gktoday.in/quizbase/indian-polity-constitution-mcqs?pageno=2,"Notes:Lord Morely described Prime Minister as ‘primus inter pares’ (first among equals) and ‘key stone of the cabinet arch’. He said, “The head of the cabinet is ‘primus inter pares’, and occupied a position which long as it lasts, is one of exceptional and peculiar authority”."
indian polity constitution mcqs,Who said that the “The Cabinet is the pivot around which the whole political machinery revolves”?,"[""Barker"",""Bagehot"",""Sir Ivor Jennings"",""Sir John Marriott""]",multiple choice,Sir John Marriott,,https://www.gktoday.in/quizbase/indian-polity-constitution-mcqs?pageno=2,"Notes:Sir John Marriott said that “The Cabinet is the pivot around which the whole political machinery revolves”. He was a British educationist, historian and Conservative Member of the Parliament."
indian polity constitution mcqs,Which Article of the Constitution deals with the definition of money bills?,"[""Article 109"",""Article 110"",""Article 112"",""Article 113""]",multiple choice,Article 110,,https://www.gktoday.in/quizbase/indian-polity-constitution-mcqs?pageno=2,"Notes:Article 110 of the Constitution of India deals with the definition of money bills. It states that a bill is deemed to be a money bill if it contains ‘only’ provisions dealing with imposition, abolition, remission, alteration or regulation of any tax, regulation of the borrowing of money by the Union government etc."
indian culture general studies mcqs,Leela Samson is associated to which classical dance style?,"[""Odissi"",""Kathakali"",""Kuchipudi"",""Bharatanatyam""]",multiple choice,Bharatanatyam,,https://www.gktoday.in/quizbase/indian-culture-general-studies-mcqs?pageno=2,"Notes:Leela Samson is a Bharatanatyam dancer, choreographer, instructor and writer. Starting her career as a Bharatanatyam soloist, Samson taught at Shriram Bharatiya Kala Kendra, Delhi, and Gandharva Mahavidyalaya, Delhi. Over the years she has performed across India and abroad including Europe, Africa and the Americas."
indian culture general studies mcqs,Madhuri Dixit is associated with which Indian Dance form?,"[""Kathak"",""Kuchipudi"",""Kathakali"",""Bharatnatyam""]",multiple choice,Kathak,,https://www.gktoday.in/quizbase/indian-culture-general-studies-mcqs?pageno=2,"Notes:Madhuri Dixit is a trained professional Kathak dancer. Pandit Birju Maharaj, a Kathak dancer, who choreographed Dixit in the film Devdas for the song “Kaahe Chhed”, calls her “the best Bollywood dancer due to her versatility.” Kathak is one of the ten major forms of Indian classical dance."
indian culture general studies mcqs,Begum Akhtar is associated to which art form?,"[""Painting"",""Dance"",""Music"",""Folk Art""]",multiple choice,Music,,https://www.gktoday.in/quizbase/indian-culture-general-studies-mcqs?pageno=2,"Notes:Akhtari Bai Faizabadi, also known as Begum Akhtar, was a well-known Indian singer of Ghazal, Dadra, and Thumri genres of Hindustani classical music. She was given the title of Mallika-e-Ghazal (Queen of Ghazals). She was from Bhadarsa is a town and nagar panchayat in Faizabad district in state of Uttar Pradesh, India."
indian culture general studies mcqs,In which of the following states is Kardang Monastery situated?,"[""Sikkim"",""Karnataka"",""West Bengal"",""Himachal Pradesh""]",multiple choice,Himachal Pradesh,,https://www.gktoday.in/quizbase/indian-culture-general-studies-mcqs?pageno=2,"Notes:Kardang monastery is one of the oldest possession of Drukpa lineage. The monastery is historical because it is a part of Kardang village which was once the capital of Lahaul, Himachal Pradesh. The monastery houses a phenomenal collection of murals, paintings, frescos, Thangka paintings, old weapons and instrumentals like horns, flutes, drums, etc."
indian culture general studies mcqs,Shiv Kumar Sharma is famous for playing which instrument?,"[""Santoor"",""Sitar"",""Sarod"",""Flute""]",multiple choice,Santoor,,https://www.gktoday.in/quizbase/indian-culture-general-studies-mcqs?pageno=2,"Notes:Pandit Shivkumar Sharma is an Indian music composer and santoor player from Jammu. The santoor is originally a folk instrument, but became an instrument for Indian classical through his internationally recognized playing style. Tarun Bhattacharya is also a famous santoor player."
indian culture general studies mcqs,Which of the following states holds GI tag for Kasuti Embroidery?,"[""Bihar"",""Karnataka"",""Rajasthan"",""Telangana""]",multiple choice,Karnataka,,https://www.gktoday.in/quizbase/indian-culture-general-studies-mcqs?pageno=2,"Notes:Kasuti is a traditional form of folk embroidery practised in the state of Karnataka, India. Kasuti work which is very intricate sometimes involves putting up to 5,000 stitches by hand and is traditionally made on dresswear like Ilkal sarees, Ravike and Angi. Karnataka Handicrafts Development Corporation (KHDC) holds a Geographical Indications (GI) protection for ‘Kasuti Embroidery’ which provides intellectual property rights on ‘Kasuti’ to KHDC."
indian culture general studies mcqs,Ebraham Alkazi is an eminent personality in which one of the following area?,"[""Heart surgery"",""Civil aviation"",""Painting"",""Theatre""]",multiple choice,Theatre,,https://www.gktoday.in/quizbase/indian-culture-general-studies-mcqs?pageno=2,"Notes:Ebrahim Alkazi is one of the most influential Indian theatre directors and drama teachers in 20th-century Indian theatre. He is a former Director of National School of Drama, New Delhi. A noted art connoisseur, collector and gallery owner, he founded Art Heritage Gallery in Delhi."
indian culture general studies mcqs,Match the following,"[""(1)-(c), (2)-(a), (3)-(b), (4)-(d)"",""(1)-(d), (2)-(b), (3)-(c), (4)-(a)"",""(1)-(b), (2)-(a), (3)-(d), (4)-(c)"",""(1)-(d), (2)-(c), (3)-(d), (4)-(a)""]",multiple choice,"(1)-(d), (2)-(b), (3)-(c), (4)-(a)",,https://www.gktoday.in/quizbase/indian-culture-general-studies-mcqs?pageno=2,"Notes:Onam : An annual Hindu festival of Kerala;
Kuchipudi : A classical dance, indigenous to the state of Andhra Pradesh;
Pongal : A harvest festival dedicated to the Sun God, celebrated in Tamil Nadu;
Gudi Padwa : A spring-time festival, celebrated in Maharashtra."
indian culture general studies mcqs,Which painting is also known as Italon?,"[""Soura"",""Madhubani"",""Thanka"",""Phad""]",multiple choice,Soura,,https://www.gktoday.in/quizbase/indian-culture-general-studies-mcqs?pageno=2,"Notes:Soura tribal painting comes from the state of Odisha, India. It is said to be one of the tribal paintings of India. This is the wall painting style of the tribal tribe. It is also called Italon. This is a painting having religious significance like a blind form. In Soura’s painting, the border is first drawn and then the inner parts are filled in, which is called the fish-net approach. The symbols included in this include the sun god, moon, trees, plants, and animals being part of life, horses, elephants, village activities."
indian culture general studies mcqs,Where was the statue of “Bronze Dancer” of Harappan civilization found?,"[""Kalibanga"",""Lothal"",""Mohenjodaro"",""Rakhigarhi""]",multiple choice,Mohenjodaro,,https://www.gktoday.in/quizbase/indian-culture-general-studies-mcqs?pageno=2,"Notes:Indus art is a famous ancient Indian art. It is widely accepted that the Indus civilization is completely indigenous. The most important works of this art are the bronze sculpture of a dancer from Harappa and the torso of a red stone idol, figures of bulls, and monkeys from Mohenjodaro."
sports gk,What is the nickname of India Women’s National Hockey Team?,"[""Shakti"",""Durga"",""Nabhvarna"",""Nari""]",multiple choice,Nabhvarna,,https://www.gktoday.in/quizbase/sports-gk?pageno=2,Notes:India Women’s National Field Hockey Team is ranked 9th in the International Hockey Federation’s rankings. It is nicknamed as Nabhvarna.
sports gk,Where are the headquarters of the Olympic Council of Asia?,"[""New Delhi"",""Singapore"",""Kuwait City"",""Seoul""]",multiple choice,Kuwait City,,https://www.gktoday.in/quizbase/sports-gk?pageno=2,Notes:The headquarters of the Olympic Council of Asia are at Kuwait City at Kuwait. It is the governing body of sports in Asia and has 45 member National Olympic Committees.
sports gk,"In which year, the first modern Olympic Games held?","[""1892"",""1894"",""1896"",""1898""]",multiple choice,1896,,https://www.gktoday.in/quizbase/sports-gk?pageno=2,"Notes:The first modern Olympic Games was held in the year 1896. In 1890, after attending the Olympian Games of the Wenlock Olympian Society, Baron Pierre de Coubertin was inspired to found the International Olympic Committee (IOC). Coubertin built on the ideas and work of Brookes and Zappas with the aim of establishing internationally rotating Olympic Games that would occur every four years. He presented these ideas during the first Olympic Congress of the newly created International Olympic Committee. This meeting was held from 16 to 23 June 1894, at the University of Paris. On the last day of the Congress, it was decided that the first Olympic Games to come under the auspices of the IOC would take place in Athens in 1896. The IOC elected the Greek writer Demetrius Vikelas as its first president."
sports gk,"In which Olympic Games, Olympic mascot have first started using?","[""1928 Summer Olympics, Amsterdam"",""1936 Winter Olympics, Berlin"",""1948 Summer Olympics, London"",""1968 Winter Olympics, Grenoble""]",multiple choice,"1968 Winter Olympics, Grenoble",,https://www.gktoday.in/quizbase/sports-gk?pageno=2,"Notes:In the 1968 Winter Olympics, Grenoble, a city of France, Olympic mascot have first started using. Since the 1968 Winter Olympics in Grenoble, France, the Olympic Games have had a mascot, usually an animal native to the area or occasionally human figures representing the cultural heritage. Nowadays, most of the merchandise aimed at young people focus on the mascots, rather than the Olympic flag or organization logos."
sports gk,"Which was the target country of the infamous “Munich massacre” in the 1972 Summer Olympics, Munich?","[""United States of America"",""South Korea"",""Israel"",""Chile""]",multiple choice,Israel,,https://www.gktoday.in/quizbase/sports-gk?pageno=2,"Notes:Israel was the target country of the infamous “Munich massacre” in the 1972 Summer Olympics, Munich. The Munich massacre was an attack during the 1972 Summer Olympics in Munich, West Germany, by eight members of the Palestinian terrorist group Black September, who took nine members of the Israeli Olympic team hostage, after killing two of them previously, and killing them along with a West German police officer. The motive was Israeli-Palestinian conflict."
sports gk,"Which was the motive behind the infamous “Munich massacre” in the 1972 Summer Olympics, Munich?","[""West Germany-East Germany Conflict"",""Chile-Argentina Conflict"",""Israeli-Palestinian Conflict"",""United States of America-Cuba Conflict""]",multiple choice,Israeli-Palestinian Conflict,,https://www.gktoday.in/quizbase/sports-gk?pageno=2,"Notes:Israeli-Palestinian Conflict was the motive behind the infamous “Munich massacre” in the 1972 Summer Olympics, Munich. The Munich massacre was an attack during the 1972 Summer Olympics in Munich, West Germany, by eight members of the Palestinian terrorist group Black September, who took nine members of the Israeli Olympic team hostage, after killing two of them previously, and killing them along with a West German police officer. The motive was Israeli-Palestinian conflict."
sports gk,Which Olympic Games is also known as the “Millenium Olympic Games”?,"[""1996 Summer Olympics, Atlanta"",""2000 Summer Olympics, Sydney"",""2004 Summer Olympics, Athens"",""2008 Summer Olympics, Beijing""]",multiple choice,"2000 Summer Olympics, Sydney",,https://www.gktoday.in/quizbase/sports-gk?pageno=2,"Notes:The 2000 Summer Olympics, Sydney is also known as the “Millenium Olympic Games”. The 2000 Summer Olympics, officially known as the Games of the XXVII Olympiad and commonly known as Sydney 2000, the Millennium Olympic Games or the Games of the New Millennium, were an international multi-sport event held from 15 September to 1 October 2000 in Sydney, New South Wales, Australia. It was the second time the Summer Olympics were held in Australia, and in the Southern Hemisphere, the first being in Melbourne, Victoria, in 1956. The United States topped the medals table and won the most gold."
sports gk,Which is the second-largest multi-sport event after the Olympic Games?,"[""European Games"",""Pan American Games"",""Asian Games"",""Commonwealth Games""]",multiple choice,Asian Games,,https://www.gktoday.in/quizbase/sports-gk?pageno=2,"Notes:Asian Games is the second-largest multi-sport event after the Olympic Games. The Asian Games, also known as Asiad, is a continental multi-sport event held every four years among athletes from all over Asia. The Games were regulated by the Asian Games Federation (AGF) from the first Games in New Delhi, India, until the 1978 Games. Since the 1982 Games, they have been organized by the Olympic Council of Asia (OCA), after the breakup of the Asian Games Federation. The Games are recognized by the International Olympic Committee (IOC) and are described as the second-largest multi-sport event after the Olympic Games."
sports gk,Which is the first mascot of the Asian Games?,"[""Hodori, the Tiger Cub"",""Pan Pan, the Panda"",""Popp and Cuccu, the pair of white doves"",""Appu, the Indian Elephant""]",multiple choice,"Appu, the Indian Elephant",,https://www.gktoday.in/quizbase/sports-gk?pageno=2,"Notes:Appu, the Indian Elephant is the first mascot of the Asian Games. Since the 1982 Asian Games in New Delhi, India, the Asian Games have had a mascot, usually an animal native to the area or occasionally human figures representing the cultural heritage."
sports gk,Who was “George Parr”?,"[""An English Cricketer"",""An English Footballer"",""An English Golfer"",""An English Tennis player""]",multiple choice,An English Cricketer,,https://www.gktoday.in/quizbase/sports-gk?pageno=2,"Notes:“George Parr” was an English Cricketer. George Parr (22 May 1826 – 23 June 1891) was an English cricketer whose first-class career lasted from 1844 to 1870. Known popularly as the “Lion of the North”, Parr was a right-handed batsman and bowled occasional right-handed underarm deliveries. Throughout his career, he played mainly for Nottinghamshire and was club captain from 1856 to 1870. He was a stalwart of the All-England Eleven and was captain of the first England touring team, which went to North America in 1859. He also captained England’s second tour to Australia and New Zealand in 1864, returning home unbeaten."
general science physics mcqs,The spray bottles used as window or household cleaner or perfume spray works on:,"[""Capillary action"",""Bernoulli’s Principle"",""Pascal’s Law"",""Stoke’s Law""]",multiple choice,Bernoulli’s Principle,,https://www.gktoday.in/quizbase/general-science-physics-mcqs?pageno=2,"Notes:When we press the top of bottle the pressure at top of the bottle decreases and hence, the velocity of liquid flow increases. Bernoulli’s Principle states that an increase in the speed of a fluid produces a decrease in pressure and that a decrease in the speed of a fluid produces an increase in pressure. The principle states that the total energy of a moving fluid remains constant at all times."
